reaction,judgement_time,t0_Mean,lwr_Mean,upr_Mean,t0_Sigma,lwr_Sigma,upr_Sigma
Toxic,180,4.450757872037959,4.324741588876436,4.692540077840632,0.35454177294089345,0.24804050037513092,0.5729363916278626
Toxic,190,4.332949916822268,4.245288597838483,4.481625063921849,0.3160786119926807,0.234477655332176,0.48085692252897194
Toxic,200,4.2211608143273205,4.157719448005467,4.312911796776509,0.2772849320414166,0.21621087496613395,0.3743596071787467
Toxic,210,4.162744360513178,4.106893549725812,4.236230553545469,0.26564896964907775,0.21430491518431202,0.35419246746398264
Toxic,220,4.127377368002283,4.0731146174318225,4.199692782266612,0.2868237529341387,0.22773235202059836,0.3775223179052064
Toxic,230,4.094621407158541,4.042416854011562,4.160988887938933,0.27685548232456314,0.22532360153652667,0.3621029199999772
Toxic,240,4.069566064034311,4.014436647655538,4.1285001548789095,0.27660506928847584,0.22917400849868477,0.3538388798164668
Toxic,250,4.056570568058384,4.000227833521171,4.1167976487050355,0.29475172865348975,0.24311025888662735,0.38476796211210157
Toxic,260,4.048210910848736,3.9974874562606635,4.106010785492371,0.29379666304080193,0.2387494171847119,0.3746483777410157
Toxic,270,4.026394622337265,3.9734295621141205,4.0838844108999055,0.2888714150664525,0.23650000883332506,0.37527365445546373
Toxic,280,3.997773201747378,3.9429826643817054,4.051962599733403,0.2897131776791241,0.2391107559349146,0.36770371750043074
Toxic,290,3.9855451538894786,3.9373216711715133,4.041589681482589,0.28472674840272266,0.23650558503979863,0.3623756701956086
Toxic,300,3.96028296912521,3.9125128798510946,4.012167537064173,0.27679023590447377,0.23181989440111753,0.349270069690929
Toxic,310,3.9528776455370123,3.9044090805680285,4.00381946698457,0.2780560636375776,0.22929563944327488,0.35099196342177746
Toxic,320,3.9490069097188516,3.9029304405745764,4.001386222019183,0.2827335237571558,0.22832322120796478,0.35795059102288085
Toxic,330,3.9413294155243723,3.8902405488154628,3.9935998763796587,0.28790474517488285,0.2397957290392111,0.37764288266054813
Toxic,340,3.9413294155243723,3.893474158065427,3.9977972923135736,0.28790474517488285,0.23903033027893886,0.3610380181445697
Toxic,350,3.9413294155243723,3.8955650188309194,3.9961586301090146,0.28790474517488285,0.23545949299129204,0.35752612073674767
Toxic,360,3.9335459412827793,3.881919329364588,3.9919644215375434,0.29296218432115745,0.24146930272827538,0.3885533218322104
Toxic,370,3.925517241855281,3.877416066218392,3.983174181954266,0.2938201672507663,0.2419095494800996,0.377676429668497
Toxic,380,3.925517241855281,3.872429342419895,3.977078021697856,0.2938201672507663,0.24482068873948354,0.3892080096019829
Toxic,390,3.925517241855281,3.874505353559088,3.979742386369942,0.2938201672507663,0.24286577622946093,0.3709323310551836
Toxic,400,3.925517241855281,3.8718835769698865,3.9829903089359444,0.2938201672507663,0.24124072946045375,0.3811360091480195
Toxic,410,3.920741726382963,3.8683853751631387,3.974800622853074,0.30383328033348334,0.24690489791350997,0.3898200360980086
Toxic,420,3.920741726382963,3.870960391399946,3.9796136325752896,0.30383328033348334,0.2487107528154434,0.4127453136853336
Toxic,430,3.920741726382963,3.8686221456001606,3.973498541472293,0.30383328033348334,0.2511720257174709,0.40321418899425326
Toxic,440,3.916279614415043,3.862014684756781,3.9662067760412145,0.2946633343211637,0.24472446482962337,0.3750255559923293
Toxic,450,3.916279614415043,3.8641351868255946,3.968633161071064,0.2946633343211637,0.24138393704787023,0.38156864534920265
Toxic,460,3.912363007168327,3.867481169822696,3.968410209326235,0.2908003815368449,0.2379408849428054,0.36966407037195465
Toxic,470,3.912363007168327,3.8631439614958967,3.9633528080484575,0.2908003815368449,0.23928145893273775,0.3788174321517362
Toxic,480,3.912363007168327,3.860514853477587,3.959183031862802,0.2908003815368449,0.2341291541859516,0.36946410701024385
Toxic,490,3.9080366570412037,3.8586628723346137,3.9647035127789643,0.28175276423989637,0.23269237996778927,0.370207995088478
Toxic,500,3.9080366570412037,3.858904522871106,3.9583295502598608,0.28175276423989637,0.2272458378608076,0.35196530775135815
Toxic,510,3.9080366570412037,3.8600675864744325,3.95698033250329,0.28175276423989637,0.2333905176152613,0.36372665567982776
Toxic,520,3.9080366570412037,3.860094970351574,3.964728198983611,0.28175276423989637,0.23437211680404893,0.367691565536719
Toxic,530,3.9042249841209635,3.8590962018010915,3.9565413748730434,0.27793342136238786,0.22699876936708693,0.3530657711571693
Toxic,540,3.9042249841209635,3.8493619081768595,3.9537250483270414,0.27793342136238786,0.2303981178468274,0.35600943177777306
Toxic,550,3.9042249841209635,3.8500481203645247,3.9514615184154516,0.27793342136238786,0.23033167762884532,0.35088646797835293
Toxic,560,3.9042249841209635,3.850466037831124,3.9534300757255236,0.27793342136238786,0.22999723673802494,0.35529367516299687
Toxic,570,3.9042249841209635,3.857338793375889,3.954577295832221,0.27793342136238786,0.22816001004224032,0.35685717776711046
Toxic,580,3.9042249841209635,3.855436986337854,3.9558532079752853,0.27793342136238786,0.22785599238540127,0.35610740697758186
Toxic,590,3.9042249841209635,3.8582286433321507,3.952447842407547,0.27793342136238786,0.23377363966495526,0.3573467523181374
Toxic,600,3.900508014247209,3.8495183610473953,3.9519121054033146,0.27799315598406577,0.2273459747230944,0.34607720117708807
Lethal,180,5.672352776398755,5.557535285539274,5.8998253841542025,0.34402860455841405,0.24157328748204743,0.5129389404008038
Lethal,190,5.665451155456294,5.534538009122267,5.990136469820181,0.41492876763444975,0.2737866295886742,0.7611381734348027
Lethal,200,5.57016204469948,5.470241354544132,5.803214615538206,0.38267929820434243,0.26867316329706753,0.6423467030210933
Lethal,210,5.492333328275004,5.403892025725577,5.6348118398690374,0.4019784192696524,0.3015424015866215,0.583469776204199
Lethal,220,5.428471780277254,5.345460956418965,5.560006838949925,0.3970866329042164,0.29790948993654326,0.5691538384917245
Lethal,230,5.347635794049265,5.27264897119488,5.457849798105054,0.42979296010182705,0.3376150912758743,0.6232053443307168
Lethal,240,5.276885307302858,5.184882243971854,5.375197171951483,0.428357616963335,0.3302133032930995,0.5727013949015917
Lethal,250,5.207287091301734,5.127074285269381,5.28977880319433,0.4485192133777529,0.35799111919297866,0.599956703290733
Lethal,260,5.155467753191353,5.0838054477669115,5.230923305966653,0.44163087613965235,0.35674648247860763,0.5995560427121047
Lethal,270,5.122942229077292,5.044892554378974,5.203311430965729,0.4586143365703943,0.36283470044585886,0.612309470282564
