reaction,judgement_time,t0_Mean,lwr_Mean,upr_Mean,t0_Sigma,lwr_Sigma,upr_Sigma
Lethal,280,5.083025060431089,5.011378878554501,5.16360799922409,0.4277824767014319,0.3383104598371731,0.580385484860929
Lethal,290,5.02667086909732,4.945924917497744,5.103001815666547,0.44621011836530305,0.35496451859219397,0.6178463318430448
Lethal,300,5.009848174404271,4.940311284704122,5.0874082071459625,0.44299056504918727,0.35377883175311076,0.5998360699570592
Lethal,310,4.992790587766508,4.910024636973853,5.072761105647594,0.4472509802985352,0.35229757889630475,0.6028227610421089
Lethal,320,4.960314499085439,4.881772128428557,5.047562371778806,0.47082802585739575,0.37551076697241637,0.6794778128850998
Lethal,330,4.926179312504403,4.8241241561187875,5.0162056971099265,0.5199206732799827,0.3997347969238447,0.7682146368825927
Lethal,340,4.9185412289620265,4.809498980732067,5.005246970740803,0.5266609747910909,0.41156671803165384,0.7601470618126444
Lethal,350,4.910734251724756,4.792906248448291,4.997718252808276,0.5335297980825187,0.42000616351336256,0.8144807845787302
Lethal,360,4.898818594653019,4.785542923589413,4.987279753158621,0.5306931155970002,0.4081455073596239,0.7719366364270895
Lethal,370,4.880468270317826,4.760391897267364,4.962849497715898,0.5250031774157353,0.40286073888464524,0.7742528196429443
Lethal,380,4.854937137273504,4.723039747233393,4.94106023517727,0.5455301309803063,0.4203890871078551,0.8115384426545272
Lethal,390,4.8215106556296865,4.66309867232789,4.916134696703921,0.5649979509021882,0.4234485982183206,0.9170331696675795
Lethal,400,4.791944460935466,4.630846587970517,4.911792042081025,0.5865945312865709,0.425167479219756,0.8781866663643231
Lethal,410,4.78029430508116,4.610946159323014,4.8860783143307644,0.5768668623844291,0.4286452313752249,0.8724247748211562
Lethal,420,4.78029430508116,4.6342715308038285,4.886175457242751,0.5768668623844291,0.42258320579101954,0.8421865360105897
Lethal,430,4.759540073516322,4.582991375477508,4.869308997869641,0.5918668019841935,0.4274813166077284,0.8893506847006775
Lethal,440,4.759540073516322,4.587379764174035,4.864004842508745,0.5918668019841935,0.4324714917895217,0.8977510444549488
Lethal,450,4.727594724613547,4.501230793415839,4.854043220792394,0.630377845916263,0.46367310376175097,1.0154929650419933
Lethal,460,4.727594724613547,4.533301763608666,4.855795137302355,0.630377845916263,0.4683758294711742,0.9806124292825384
Lethal,470,4.7158403857001945,4.494423238286361,4.849572291387014,0.6391284580139901,0.4726676210132263,1.054468269252091
Lethal,480,4.709389349141924,4.516789555958018,4.8364190134142,0.6357238792430864,0.46825600342328705,1.0193290524080796
Lethal,490,4.709389349141924,4.468469692515927,4.833230247876939,0.6357238792430864,0.46397365354495207,1.0253412983111236
Lethal,500,4.709389349141924,4.488589503132109,4.832916963784391,0.6357238792430864,0.4593288474237073,1.0400206561214755
Lethal,510,4.709389349141924,4.50232808508283,4.832493852802288,0.6357238792430864,0.46279800698856816,1.0211901842532793
Lethal,520,4.709389349141924,4.51225215737654,4.842450579506151,0.6357238792430864,0.44999469987859125,0.9521328387406603
Lethal,530,4.709389349141924,4.520960821379575,4.835370736071596,0.6357238792430864,0.4687611078715663,1.0406479628836225
Lethal,540,4.708964627436489,4.5149951823630525,4.8356948206121535,0.618856974218185,0.4466106844346203,0.9581576354865272
Lethal,550,4.708964627436489,4.517126008420052,4.8305681596107926,0.618856974218185,0.4662298527215542,0.9755859233794522
Lethal,560,4.708964627436489,4.4849587149424766,4.823269216696293,0.618856974218185,0.4547256357515411,0.9894233259071493
Lethal,570,4.708964627436489,4.488703510210496,4.834767808653321,0.618856974218185,0.450781151850092,0.9716970391154941
Lethal,580,4.708964627436489,4.478665905004354,4.8197294130407045,0.618856974218185,0.45173686062883117,0.9640277706743946
Lethal,590,4.708964627436489,4.502959909494713,4.830126691005309,0.618856974218185,0.45091387866016724,0.9653429039588441
Lethal,600,4.708964627436489,4.506446126557339,4.823622715572811,0.618856974218185,0.438422663925727,0.9662643470550136
