reaction,N,ID,Dose,logDose,min_dose,response
TD50,32,12,41.7,3.730501128804756,4.151854748177783,0
TD50,32,13,41.7,3.730501128804756,3.854057001681849,0
TD50,32,14,41.7,3.730501128804756,4.238992170291925,0
TD50,32,15,41.7,3.730501128804756,4.039808418982236,0
TD50,32,1,50,3.912023005428146,3.992295918318844,0
TD50,32,2,50,3.912023005428146,3.9933514861186215,0
TD50,32,3,50,3.912023005428146,4.409667498924249,0
TD50,32,4,50,3.912023005428146,3.548565130144755,1
TD50,32,5,50,3.912023005428146,4.3273837965434,0
TD50,32,6,50,3.912023005428146,3.6584916601964954,1
TD50,32,7,50,3.912023005428146,3.7476621307579614,1
TD50,32,8,50,3.912023005428146,4.1989506329165955,0
TD50,32,9,50,3.912023005428146,3.940733806063506,0
TD50,32,10,50,3.912023005428146,4.429327408227446,0
TD50,32,11,50,3.912023005428146,3.9413323622905168,0
TD50,32,12,50,3.912023005428146,3.9184795092003686,0
TD50,32,13,50,3.912023005428146,3.6838750773872704,1
TD50,32,14,50,3.912023005428146,4.1865346655981845,0
TD50,32,15,50,3.912023005428146,4.074570205570231,0
TD50,32,1,60,4.0943445622221,3.4283460912549395,1
TD50,32,2,60,4.0943445622221,3.854307961487266,1
TD50,32,3,60,4.0943445622221,3.800739688430394,1
TD50,32,4,60,4.0943445622221,3.93158887323192,1
TD50,32,5,60,4.0943445622221,3.742226530306006,1
TD50,32,6,60,4.0943445622221,3.7908697372796736,1
TD50,32,7,60,4.0943445622221,4.039632257516675,1
TD50,32,8,60,4.0943445622221,3.827365160049993,1
TD50,32,9,60,4.0943445622221,3.2464573815511883,1
TD50,32,10,60,4.0943445622221,3.9337284852821877,1
TD50,32,11,60,4.0943445622221,3.4713293246411627,1
TD50,32,12,60,4.0943445622221,3.7816890636947216,1
TD50,32,13,60,4.0943445622221,4.292557452253259,0
TD50,32,14,60,4.0943445622221,3.838310383703404,1
TD50,32,15,60,4.0943445622221,4.31985343969544,0
TD50,32,1,72,4.276666119016055,3.4656185000691617,1
TD50,32,2,72,4.276666119016055,4.331803826278198,0
TD50,32,3,72,4.276666119016055,3.402141831847884,1
TD50,32,4,72,4.276666119016055,3.9038221673396403,1
TD50,32,5,72,4.276666119016055,4.252675960394952,1
TD50,32,6,72,4.276666119016055,4.101951472314656,1
TD50,32,7,72,4.276666119016055,4.501574868472164,0
TD50,32,8,72,4.276666119016055,3.638733359327432,1
TD50,32,9,72,4.276666119016055,3.679359909700741,1
TD50,32,10,72,4.276666119016055,4.000081306798568,1
TD50,32,11,72,4.276666119016055,3.9360771032148154,1
TD50,32,12,72,4.276666119016055,4.139917130803545,1
TD50,32,13,72,4.276666119016055,4.046014425853243,1
TD50,32,14,72,4.276666119016055,3.9868754882211825,1
TD50,32,15,72,4.276666119016055,4.198653528915612,1
TD50,33,1,34.7,3.5467396869528134,3.7480153722616283,0
TD50,33,2,34.7,3.5467396869528134,4.202182819235686,0
TD50,33,3,34.7,3.5467396869528134,3.959488118486675,0
TD50,33,4,34.7,3.5467396869528134,3.8348012620515344,0
TD50,33,5,34.7,3.5467396869528134,3.9783818962403705,0
TD50,33,6,34.7,3.5467396869528134,3.9466486527599463,0
TD50,33,7,34.7,3.5467396869528134,3.864441920461266,0
TD50,33,8,34.7,3.5467396869528134,3.875064182401689,0
TD50,33,9,34.7,3.5467396869528134,3.984874088808484,0
TD50,33,10,34.7,3.5467396869528134,3.762225467816839,0
TD50,33,11,34.7,3.5467396869528134,3.976717024909811,0
TD50,33,12,34.7,3.5467396869528134,4.079857125850382,0
TD50,33,13,34.7,3.5467396869528134,3.7962813935443918,0
TD50,33,14,34.7,3.5467396869528134,3.455788680396542,1
TD50,33,15,34.7,3.5467396869528134,4.143024507255161,0
TD50,33,1,41.7,3.730501128804756,4.344764244759745,0
TD50,33,2,41.7,3.730501128804756,4.336884347599305,0
TD50,33,3,41.7,3.730501128804756,4.1466303816085315,0
TD50,33,4,41.7,3.730501128804756,3.65141627632636,1
TD50,33,5,41.7,3.730501128804756,3.7891575559560033,0
TD50,33,6,41.7,3.730501128804756,4.084773652938909,0
TD50,33,7,41.7,3.730501128804756,4.0259271871869595,0
TD50,33,8,41.7,3.730501128804756,4.191885488121218,0
TD50,33,9,41.7,3.730501128804756,3.9809133253919375,0
TD50,33,10,41.7,3.730501128804756,3.5056059141201352,1
TD50,33,11,41.7,3.730501128804756,4.173887655831123,0
TD50,33,12,41.7,3.730501128804756,4.161082424317269,0
TD50,33,13,41.7,3.730501128804756,4.207483776793105,0
TD50,33,14,41.7,3.730501128804756,3.954638300615442,0
TD50,33,15,41.7,3.730501128804756,3.399167037968555,1
TD50,33,1,50,3.912023005428146,3.6096898963802238,1
TD50,33,2,50,3.912023005428146,4.208777315772066,0
TD50,33,3,50,3.912023005428146,3.635293716830467,1
TD50,33,4,50,3.912023005428146,4.180494367380329,0
TD50,33,5,50,3.912023005428146,3.955519011062724,0
TD50,33,6,50,3.912023005428146,4.100585399110962,0
TD50,33,7,50,3.912023005428146,4.271951722282676,0
TD50,33,8,50,3.912023005428146,4.274952410149206,0
TD50,33,9,50,3.912023005428146,4.035358420033306,0
TD50,33,10,50,3.912023005428146,3.4807697861278744,1
TD50,33,11,50,3.912023005428146,4.5329879590935995,0
TD50,33,12,50,3.912023005428146,3.9848261181657145,0
TD50,33,13,50,3.912023005428146,3.7260749585121444,1
TD50,33,14,50,3.912023005428146,3.4563164776986186,1
TD50,33,15,50,3.912023005428146,4.180696380837584,0
TD50,33,1,60,4.0943445622221,4.031974196970031,1
TD50,33,2,60,4.0943445622221,4.282802445101553,0
TD50,33,3,60,4.0943445622221,4.099642935363076,0
TD50,33,4,60,4.0943445622221,4.414544218877894,0
TD50,33,5,60,4.0943445622221,4.398364740135447,0
TD50,33,6,60,4.0943445622221,4.13205286243721,0
TD50,33,7,60,4.0943445622221,4.17709342007256,0
TD50,33,8,60,4.0943445622221,3.7458295635770718,1
TD50,33,9,60,4.0943445622221,3.8977401973314394,1
TD50,33,10,60,4.0943445622221,3.6141676422949547,1
TD50,33,11,60,4.0943445622221,4.060581768520058,1
TD50,33,12,60,4.0943445622221,4.074489766587961,1
TD50,33,13,60,4.0943445622221,3.4107174596574072,1
TD50,33,14,60,4.0943445622221,3.4080054973903082,1
TD50,33,15,60,4.0943445622221,3.8302666905481177,1
TD50,33,1,72,4.276666119016055,4.316798685326548,0
TD50,33,2,72,4.276666119016055,4.131323365991061,1
TD50,33,3,72,4.276666119016055,4.276802604574439,0
TD50,33,4,72,4.276666119016055,4.0567789760968385,1
TD50,33,5,72,4.276666119016055,4.519675003503561,0
TD50,33,6,72,4.276666119016055,3.897438150811617,1
TD50,33,7,72,4.276666119016055,3.776342818494221,1
TD50,33,8,72,4.276666119016055,4.368235862143486,0
TD50,33,9,72,4.276666119016055,4.174015500767081,1
TD50,33,10,72,4.276666119016055,3.977106073625902,1
TD50,33,11,72,4.276666119016055,3.856336666746629,1
TD50,33,12,72,4.276666119016055,3.872813461946396,1
TD50,33,13,72,4.276666119016055,3.839209000151069,1
TD50,33,14,72,4.276666119016055,3.9153698341632666,1
TD50,33,15,72,4.276666119016055,4.123471520137076,1
TD50,34,1,34.7,3.5467396869528134,4.228549274044125,0
TD50,34,2,34.7,3.5467396869528134,3.994382440976327,0
TD50,34,3,34.7,3.5467396869528134,4.137646075595714,0
TD50,34,4,34.7,3.5467396869528134,3.6227244863346373,0
TD50,34,5,34.7,3.5467396869528134,3.9183002676687266,0
TD50,34,6,34.7,3.5467396869528134,3.6702850697515195,0
TD50,34,7,34.7,3.5467396869528134,3.7846744136133745,0
TD50,34,8,34.7,3.5467396869528134,3.9536477841014666,0
TD50,34,9,34.7,3.5467396869528134,3.9240064866680173,0
TD50,34,10,34.7,3.5467396869528134,4.048318071712671,0
TD50,34,11,34.7,3.5467396869528134,4.272224172512934,0
TD50,34,12,34.7,3.5467396869528134,4.515150710898848,0
TD50,34,13,34.7,3.5467396869528134,3.836502071533949,0
TD50,34,14,34.7,3.5467396869528134,3.9984389271207714,0
TD50,34,15,34.7,3.5467396869528134,3.6927009724577955,0
TD50,34,1,41.7,3.730501128804756,4.00845858467774,0
TD50,34,2,41.7,3.730501128804756,4.280964577439188,0
TD50,34,3,41.7,3.730501128804756,4.057300314449523,0
TD50,34,4,41.7,3.730501128804756,4.63754390758748,0
TD50,34,5,41.7,3.730501128804756,4.2071397846819405,0
TD50,34,6,41.7,3.730501128804756,3.510043639245529,1
TD50,34,7,41.7,3.730501128804756,4.024801184097774,0
TD50,34,8,41.7,3.730501128804756,4.449028309644483,0
TD50,34,9,41.7,3.730501128804756,3.560886892336603,1
TD50,34,10,41.7,3.730501128804756,3.4267301541417403,1
TD50,34,11,41.7,3.730501128804756,4.05093814177898,0
TD50,34,12,41.7,3.730501128804756,4.294561120238098,0
TD50,34,13,41.7,3.730501128804756,4.03317472426499,0
TD50,34,14,41.7,3.730501128804756,4.126270088245889,0
TD50,34,15,41.7,3.730501128804756,4.325196675275463,0
TD50,34,1,50,3.912023005428146,3.89186743180525,1
TD50,34,2,50,3.912023005428146,3.808897741594661,1
TD50,34,3,50,3.912023005428146,3.800812357709269,1
TD50,34,4,50,3.912023005428146,3.7047766803821784,1
TD50,34,5,50,3.912023005428146,3.9165411928463083,0
TD50,34,6,50,3.912023005428146,3.995245500267694,0
TD50,34,7,50,3.912023005428146,3.8806018654130248,1
TD50,34,8,50,3.912023005428146,3.93917830632648,0
TD50,34,9,50,3.912023005428146,3.891826331851486,1
TD50,34,10,50,3.912023005428146,3.87975265169056,1
TD50,34,11,50,3.912023005428146,3.7832259827006927,1
TD50,34,12,50,3.912023005428146,3.70944235963014,1
TD50,34,13,50,3.912023005428146,3.6810605605559035,1
TD50,34,14,50,3.912023005428146,3.9047958798907434,1
TD50,34,15,50,3.912023005428146,3.735672979044154,1
TD50,34,1,60,4.0943445622221,4.142964922873733,0
TD50,34,2,60,4.0943445622221,3.705275465872114,1
TD50,34,3,60,4.0943445622221,3.6125188803230595,1
TD50,34,4,60,4.0943445622221,4.18439383738337,0
TD50,34,5,60,4.0943445622221,4.155655706064061,0
TD50,34,6,60,4.0943445622221,3.912754263415807,1
TD50,34,7,60,4.0943445622221,4.553409943465412,0
TD50,34,8,60,4.0943445622221,3.620192955373633,1
TD50,34,9,60,4.0943445622221,3.454138149516291,1
TD50,34,10,60,4.0943445622221,3.744394508190606,1
TD50,34,11,60,4.0943445622221,3.9199923783713277,1
TD50,34,12,60,4.0943445622221,3.9459612827554196,1
TD50,34,13,60,4.0943445622221,4.163665947062958,0
TD50,34,14,60,4.0943445622221,3.937093253361161,1
TD50,34,15,60,4.0943445622221,3.888727687225611,1
TD50,34,1,72,4.276666119016055,4.044679005256408,1
TD50,34,2,72,4.276666119016055,3.5846787691189617,1
TD50,34,3,72,4.276666119016055,4.084427750977823,1
TD50,34,4,72,4.276666119016055,3.9682695010698725,1
TD50,34,5,72,4.276666119016055,4.010194733816641,1
TD50,34,6,72,4.276666119016055,4.1070008426588736,1
TD50,34,7,72,4.276666119016055,3.7413096645698647,1
TD50,34,8,72,4.276666119016055,3.9011657347104243,1
TD50,34,9,72,4.276666119016055,4.147015183461905,1
TD50,34,10,72,4.276666119016055,3.7709887533042155,1
TD50,34,11,72,4.276666119016055,3.5960954246058363,1
TD50,34,12,72,4.276666119016055,4.051550062981506,1
TD50,34,13,72,4.276666119016055,3.2167767647678325,1
TD50,34,14,72,4.276666119016055,3.893205791909198,1
TD50,34,15,72,4.276666119016055,3.8905265723588984,1
TD50,35,1,34.7,3.5467396869528134,3.892980382678951,0
TD50,35,2,34.7,3.5467396869528134,3.4210358936539,1
TD50,35,3,34.7,3.5467396869528134,4.147751678402527,0
TD50,35,4,34.7,3.5467396869528134,3.823661871452635,0
TD50,35,5,34.7,3.5467396869528134,4.057426954293779,0
TD50,35,6,34.7,3.5467396869528134,3.7841016209649325,0
TD50,35,7,34.7,3.5467396869528134,4.127273483064692,0
TD50,35,8,34.7,3.5467396869528134,3.4429130252735702,1
TD50,35,9,34.7,3.5467396869528134,3.577530903268912,0
TD50,35,10,34.7,3.5467396869528134,3.9670496464957146,0
TD50,35,11,34.7,3.5467396869528134,3.8173348958323867,0
TD50,35,12,34.7,3.5467396869528134,3.6791023245184906,0
TD50,35,13,34.7,3.5467396869528134,4.044499955686894,0
TD50,35,14,34.7,3.5467396869528134,3.845760288226926,0
TD50,35,15,34.7,3.5467396869528134,4.456845434464001,0
TD50,35,1,41.7,3.730501128804756,4.435577419233906,0
TD50,35,2,41.7,3.730501128804756,3.774821520610452,0
TD50,35,3,41.7,3.730501128804756,3.974491581677947,0
TD50,35,4,41.7,3.730501128804756,4.1799409494920585,0
TD50,35,5,41.7,3.730501128804756,3.865120249552434,0
TD50,35,6,41.7,3.730501128804756,3.666880561660195,1
TD50,35,7,41.7,3.730501128804756,3.9011067156344943,0
TD50,35,8,41.7,3.730501128804756,3.99714496254758,0
TD50,35,9,41.7,3.730501128804756,4.495657425057185,0
TD50,35,10,41.7,3.730501128804756,3.7820941543244544,0
TD50,35,11,41.7,3.730501128804756,3.9098020164647203,0
TD50,35,12,41.7,3.730501128804756,3.5370835493898656,1
TD50,35,13,41.7,3.730501128804756,4.09370448239731,0
TD50,35,14,41.7,3.730501128804756,3.830760035475503,0
TD50,35,15,41.7,3.730501128804756,4.074803840321256,0
TD50,35,1,50,3.912023005428146,4.1148712138349435,0
TD50,35,2,50,3.912023005428146,3.711657342825604,1
TD50,35,3,50,3.912023005428146,3.731964542384037,1
TD50,35,4,50,3.912023005428146,3.6582431663181105,1
TD50,35,5,50,3.912023005428146,3.8095333557236577,1
TD50,35,6,50,3.912023005428146,4.289116943103507,0
TD50,35,7,50,3.912023005428146,4.763306642068823,0
TD50,35,8,50,3.912023005428146,4.307070738699813,0
TD50,35,9,50,3.912023005428146,4.440985051511947,0
TD50,35,10,50,3.912023005428146,3.9118770081495007,1
TD50,35,11,50,3.912023005428146,3.8577517481457004,1
TD50,35,12,50,3.912023005428146,4.503467493936262,0
TD50,35,13,50,3.912023005428146,3.4909277050991343,1
TD50,35,14,50,3.912023005428146,3.7961588207601498,1
TD50,35,15,50,3.912023005428146,3.811803988944404,1
TD50,35,1,60,4.0943445622221,3.4735640388599816,1
TD50,35,2,60,4.0943445622221,4.070896401439836,1
TD50,35,3,60,4.0943445622221,4.215287403813347,0
TD50,35,4,60,4.0943445622221,3.772487164025507,1
TD50,35,5,60,4.0943445622221,3.5954948372276494,1
TD50,35,6,60,4.0943445622221,4.205553262946652,0
TD50,35,7,60,4.0943445622221,4.289114189289614,0
TD50,35,8,60,4.0943445622221,3.684075555834582,1
TD50,35,9,60,4.0943445622221,3.6552513767189065,1
TD50,35,10,60,4.0943445622221,4.182364509866385,0
TD50,35,11,60,4.0943445622221,4.0762558165734095,1
TD50,35,12,60,4.0943445622221,3.8707347990229284,1
TD50,35,13,60,4.0943445622221,3.6883533583617027,1
TD50,35,14,60,4.0943445622221,3.5437478284531414,1
TD50,35,15,60,4.0943445622221,3.8826278507452208,1
TD50,35,1,72,4.276666119016055,3.4361656353713887,1
TD50,35,2,72,4.276666119016055,4.112710249513347,1
TD50,35,3,72,4.276666119016055,3.687128638716448,1
TD50,35,4,72,4.276666119016055,3.942113018699848,1
TD50,35,5,72,4.276666119016055,4.341047028916329,0
TD50,35,6,72,4.276666119016055,3.8369531948958167,1
TD50,35,7,72,4.276666119016055,3.925310324635874,1
TD50,35,8,72,4.276666119016055,3.922895733141749,1
TD50,35,9,72,4.276666119016055,4.15115763111239,1
TD50,35,10,72,4.276666119016055,3.733064420734918,1
TD50,35,11,72,4.276666119016055,4.191946045627274,1
TD50,35,12,72,4.276666119016055,3.7190358122088294,1
TD50,35,13,72,4.276666119016055,4.239896764723791,1
TD50,35,14,72,4.276666119016055,3.8422815397528876,1
TD50,35,15,72,4.276666119016055,4.130243131232309,1
TD50,36,1,34.7,3.5467396869528134,4.2551212883441245,0
TD50,36,2,34.7,3.5467396869528134,3.9471683250866025,0
TD50,36,3,34.7,3.5467396869528134,4.009595985012164,0
TD50,36,4,34.7,3.5467396869528134,3.9431859523828967,0
TD50,36,5,34.7,3.5467396869528134,4.452642497521374,0
TD50,36,6,34.7,3.5467396869528134,3.448260706408811,1
TD50,36,7,34.7,3.5467396869528134,4.049040272557869,0
TD50,36,8,34.7,3.5467396869528134,3.715885880200917,0
TD50,36,9,34.7,3.5467396869528134,4.367315313077449,0
TD50,36,10,34.7,3.5467396869528134,3.7311128711189268,0
TD50,36,11,34.7,3.5467396869528134,3.5828482567313005,0
TD50,36,12,34.7,3.5467396869528134,4.089504852733143,0
TD50,36,13,34.7,3.5467396869528134,3.7623294674752796,0
TD50,36,14,34.7,3.5467396869528134,4.094315631940255,0
TD50,36,15,34.7,3.5467396869528134,4.453050268306207,0
TD50,36,1,41.7,3.730501128804756,3.7035216940090927,1
TD50,36,2,41.7,3.730501128804756,4.09864332737524,0
TD50,36,3,41.7,3.730501128804756,4.351098866335569,0
TD50,36,4,41.7,3.730501128804756,3.769301831577795,0
TD50,36,5,41.7,3.730501128804756,3.6109946675077578,1
TD50,36,6,41.7,3.730501128804756,3.9131658745494358,0
TD50,36,7,41.7,3.730501128804756,3.936097690745562,0
TD50,36,8,41.7,3.730501128804756,3.5027938410135278,1
TD50,36,9,41.7,3.730501128804756,4.067160399226738,0
TD50,36,10,41.7,3.730501128804756,3.812157098972625,0
TD50,36,11,41.7,3.730501128804756,4.285448650708284,0
TD50,36,12,41.7,3.730501128804756,3.7866849608942603,0
TD50,36,13,41.7,3.730501128804756,4.047047791162328,0
TD50,36,14,41.7,3.730501128804756,4.315305570147031,0
TD50,36,15,41.7,3.730501128804756,3.7573357162380607,0
TD50,36,1,50,3.912023005428146,4.320273167282713,0
TD50,36,2,50,3.912023005428146,4.057265139272545,0
TD50,36,3,50,3.912023005428146,3.7511925476244867,1
TD50,36,4,50,3.912023005428146,4.063158259364196,0
TD50,36,5,50,3.912023005428146,4.129957672175112,0
TD50,36,6,50,3.912023005428146,3.7776607307147416,1
TD50,36,7,50,3.912023005428146,3.653475818700561,1
TD50,36,8,50,3.912023005428146,4.079093566062143,0
TD50,36,9,50,3.912023005428146,3.892381029007223,1
TD50,36,10,50,3.912023005428146,3.992330853530369,0
TD50,36,11,50,3.912023005428146,4.187518873772877,0
TD50,36,12,50,3.912023005428146,3.4850642486041172,1
TD50,36,13,50,3.912023005428146,3.8965660027330205,1
TD50,36,14,50,3.912023005428146,3.9896242894921397,0
TD50,36,15,50,3.912023005428146,3.985905311273232,0
TD50,36,1,60,4.0943445622221,4.096796022728346,0
TD50,36,2,60,4.0943445622221,4.183676417512017,0
TD50,36,3,60,4.0943445622221,3.9354698076756316,1
TD50,36,4,60,4.0943445622221,3.357681914718012,1
TD50,36,5,60,4.0943445622221,3.753019248213733,1
TD50,36,6,60,4.0943445622221,3.9218188022762663,1
TD50,36,7,60,4.0943445622221,4.219408261794229,0
TD50,36,8,60,4.0943445622221,3.5621271348032817,1
TD50,36,9,60,4.0943445622221,3.6932609825721885,1
TD50,36,10,60,4.0943445622221,3.5358135135037547,1
TD50,36,11,60,4.0943445622221,4.151609642763012,0
TD50,36,12,60,4.0943445622221,3.711048607980958,1
TD50,36,13,60,4.0943445622221,3.5733600046703584,1
TD50,36,14,60,4.0943445622221,4.1337945637556075,0
TD50,36,15,60,4.0943445622221,4.001335921257098,1
TD50,36,1,72,4.276666119016055,4.023584540652458,1
TD50,36,2,72,4.276666119016055,4.276415080757291,1
TD50,36,3,72,4.276666119016055,4.103431289558793,1
TD50,36,4,72,4.276666119016055,3.9233376817587255,1
TD50,36,5,72,4.276666119016055,4.384954191412862,0
TD50,36,6,72,4.276666119016055,3.9827897457564165,1
TD50,36,7,72,4.276666119016055,3.5660412059567483,1
TD50,36,8,72,4.276666119016055,4.315226357441025,0
TD50,36,9,72,4.276666119016055,4.379056251219012,0
TD50,36,10,72,4.276666119016055,4.241796151216479,1
TD50,36,11,72,4.276666119016055,3.425751671518263,1
TD50,36,12,72,4.276666119016055,4.012130184563468,1
TD50,36,13,72,4.276666119016055,4.3675582375059046,0
TD50,36,14,72,4.276666119016055,4.04476975691582,1
TD50,36,15,72,4.276666119016055,4.567639065813757,0
TD50,37,1,34.7,3.5467396869528134,4.263136706501669,0
TD50,37,2,34.7,3.5467396869528134,3.8959808194312298,0
TD50,37,3,34.7,3.5467396869528134,3.821578835380709,0
TD50,37,4,34.7,3.5467396869528134,3.4907429579628704,1
TD50,37,5,34.7,3.5467396869528134,4.215635157648527,0
TD50,37,6,34.7,3.5467396869528134,3.9273306311690184,0
TD50,37,7,34.7,3.5467396869528134,4.016707904994243,0
TD50,37,8,34.7,3.5467396869528134,3.5709081845688484,0
TD50,37,9,34.7,3.5467396869528134,4.04515479229187,0
TD50,37,10,34.7,3.5467396869528134,4.290880219177795,0
TD50,37,11,34.7,3.5467396869528134,4.535835712306289,0
TD50,37,12,34.7,3.5467396869528134,4.061760040962609,0
TD50,37,13,34.7,3.5467396869528134,4.059847835793653,0
TD50,37,14,34.7,3.5467396869528134,4.037895163803492,0
TD50,37,15,34.7,3.5467396869528134,3.8757415758937097,0
TD50,37,1,41.7,3.730501128804756,3.735003801546264,0
TD50,37,2,41.7,3.730501128804756,3.9689005017721954,0
TD50,37,3,41.7,3.730501128804756,4.1200599100720625,0
TD50,37,4,41.7,3.730501128804756,4.024138820442968,0
TD50,37,5,41.7,3.730501128804756,4.005805926812284,0
TD50,37,6,41.7,3.730501128804756,3.9986932774289143,0
TD50,37,7,41.7,3.730501128804756,3.791832977349098,0
TD50,37,8,41.7,3.730501128804756,4.144876351823169,0
TD50,37,9,41.7,3.730501128804756,3.8827854360926137,0
TD50,37,10,41.7,3.730501128804756,4.02436290689136,0
TD50,37,11,41.7,3.730501128804756,3.568391753111683,1
TD50,37,12,41.7,3.730501128804756,4.285996583410509,0
TD50,37,13,41.7,3.730501128804756,4.229154543332426,0
TD50,37,14,41.7,3.730501128804756,4.048245145187008,0
TD50,37,15,41.7,3.730501128804756,4.080237032206315,0
TD50,37,1,50,3.912023005428146,3.307772627507912,1
TD50,37,2,50,3.912023005428146,3.7536643383860286,1
TD50,37,3,50,3.912023005428146,3.98042110663443,0
TD50,37,4,50,3.912023005428146,3.899113039320924,1
TD50,37,5,50,3.912023005428146,4.093408350247794,0
TD50,37,6,50,3.912023005428146,3.8165576056395354,1
TD50,37,7,50,3.912023005428146,4.110467866638674,0
TD50,37,8,50,3.912023005428146,3.9967336314219484,0
TD50,37,9,50,3.912023005428146,3.8424453833456917,1
TD50,37,10,50,3.912023005428146,3.729624716313805,1
TD50,37,11,50,3.912023005428146,3.9706597483826997,0
TD50,37,12,50,3.912023005428146,3.621899756602504,1
TD50,37,13,50,3.912023005428146,3.7830347713719266,1
TD50,37,14,50,3.912023005428146,3.568178845774197,1
TD50,37,15,50,3.912023005428146,4.374066325288934,0
TD50,37,1,60,4.0943445622221,3.761173807398942,1
TD50,37,2,60,4.0943445622221,3.8356772529996532,1
TD50,37,3,60,4.0943445622221,3.7773516722448073,1
TD50,37,4,60,4.0943445622221,4.348689100190858,0
TD50,37,5,60,4.0943445622221,3.9237865364910687,1
TD50,37,6,60,4.0943445622221,4.408147576403914,0
TD50,37,7,60,4.0943445622221,4.458247608603042,0
TD50,37,8,60,4.0943445622221,3.727861398314496,1
TD50,37,9,60,4.0943445622221,3.9128811433864588,1
TD50,37,10,60,4.0943445622221,3.784435427422043,1
TD50,37,11,60,4.0943445622221,4.104833369330249,0
TD50,37,12,60,4.0943445622221,4.265108906253566,0
TD50,37,13,60,4.0943445622221,4.623124615590651,0
TD50,37,14,60,4.0943445622221,4.146853101318334,0
TD50,37,15,60,4.0943445622221,3.862653761746917,1
TD50,37,1,72,4.276666119016055,3.9505678372050994,1
TD50,37,2,72,4.276666119016055,4.219493116532098,1
TD50,37,3,72,4.276666119016055,4.276381441142033,1
TD50,37,4,72,4.276666119016055,4.124712060261226,1
TD50,37,5,72,4.276666119016055,3.8200124553334454,1
TD50,37,6,72,4.276666119016055,3.8197996632477254,1
TD50,37,7,72,4.276666119016055,3.7444805504811405,1
TD50,37,8,72,4.276666119016055,4.230403817489574,1
TD50,37,9,72,4.276666119016055,4.232858224635288,1
TD50,37,10,72,4.276666119016055,4.105776902780561,1
TD50,37,11,72,4.276666119016055,3.919510872510355,1
TD50,37,12,72,4.276666119016055,3.598998069302207,1
TD50,37,13,72,4.276666119016055,4.001151626424645,1
TD50,37,14,72,4.276666119016055,4.010465614366818,1
TD50,37,15,72,4.276666119016055,3.8049633952239277,1
TD50,38,1,34.7,3.5467396869528134,3.9689110201447924,0
TD50,38,2,34.7,3.5467396869528134,3.849485806838369,0
TD50,38,3,34.7,3.5467396869528134,3.892051180624454,0
TD50,38,4,34.7,3.5467396869528134,4.030629987044578,0
TD50,38,5,34.7,3.5467396869528134,3.796084630428085,0
TD50,38,6,34.7,3.5467396869528134,4.191474238220341,0
TD50,38,7,34.7,3.5467396869528134,4.447444235912327,0
TD50,38,8,34.7,3.5467396869528134,4.202268677651963,0
TD50,38,9,34.7,3.5467396869528134,3.798732005774693,0
TD50,38,10,34.7,3.5467396869528134,4.003665967939112,0
TD50,38,11,34.7,3.5467396869528134,3.7450645580081354,0
TD50,38,12,34.7,3.5467396869528134,4.1226688604198864,0
TD50,38,13,34.7,3.5467396869528134,3.8031971592458365,0
TD50,38,14,34.7,3.5467396869528134,4.032670463878419,0
TD50,38,15,34.7,3.5467396869528134,4.135331441092323,0
TD50,38,1,41.7,3.730501128804756,4.281139769201041,0
TD50,38,2,41.7,3.730501128804756,4.258994560847199,0
TD50,38,3,41.7,3.730501128804756,4.00507519335053,0
TD50,38,4,41.7,3.730501128804756,4.005101605958282,0
TD50,38,5,41.7,3.730501128804756,3.2569859203245595,1
TD50,38,6,41.7,3.730501128804756,3.508260100019626,1
TD50,38,7,41.7,3.730501128804756,3.5421795106179674,1
TD50,38,8,41.7,3.730501128804756,3.765673457046348,0
TD50,38,9,41.7,3.730501128804756,4.397309371907819,0
TD50,38,10,41.7,3.730501128804756,3.8673762828378075,0
TD50,38,11,41.7,3.730501128804756,3.7794629543905236,0
TD50,38,12,41.7,3.730501128804756,3.7501213193772154,0
TD50,38,13,41.7,3.730501128804756,3.8037344709553986,0
TD50,38,14,41.7,3.730501128804756,3.9893911786249756,0
TD50,38,15,41.7,3.730501128804756,3.7525749851792485,0
TD50,38,1,50,3.912023005428146,4.115214718893867,0
TD50,38,2,50,3.912023005428146,3.351796802051398,1
TD50,38,3,50,3.912023005428146,3.747413700931766,1
TD50,38,4,50,3.912023005428146,4.375548978562874,0
TD50,38,5,50,3.912023005428146,4.273192440501649,0
TD50,38,6,50,3.912023005428146,3.6702812913763103,1
TD50,38,7,50,3.912023005428146,4.558851158626494,0
TD50,38,8,50,3.912023005428146,4.038025750252946,0
TD50,38,9,50,3.912023005428146,3.8092621193270193,1
TD50,38,10,50,3.912023005428146,4.068438558735293,0
TD50,38,11,50,3.912023005428146,4.347280903782765,0
TD50,38,12,50,3.912023005428146,4.1820393118873636,0
TD50,38,13,50,3.912023005428146,4.320827190757301,0
TD50,38,14,50,3.912023005428146,3.893647992811517,1
TD50,38,15,50,3.912023005428146,3.2705589602467775,1
TD50,38,1,60,4.0943445622221,4.235524617426221,0
TD50,38,2,60,4.0943445622221,3.823596601613901,1
TD50,38,3,60,4.0943445622221,3.82484727611686,1
TD50,38,4,60,4.0943445622221,3.546408190392018,1
TD50,38,5,60,4.0943445622221,4.145957143623818,0
TD50,38,6,60,4.0943445622221,3.499539757892858,1
TD50,38,7,60,4.0943445622221,3.85874904754631,1
